🛰️电台推荐,#genre#
CCTV-2 财经,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8$超清1080P
CCTV-2 财经,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8$超清1080P
CCTV-2 财经,http://39.135.138.60:18890/PLTV/88888910/224/3221225643/index.m3u8$超清1080P
CCTV-2 财经,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8$超清1080P
CCTV-2 财经,http://171.108.239.90:8181/tsfile/live/1028_1.m3u8$超清1080P

CCTV-3 综艺,http://39.134.32.102:6610/270000001111/1110000303/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-3 综艺,http://111.20.33.70/PLTV/88888893/224/3221226397/index.m3u8$超清1080P
CCTV-3 综艺,http://111.40.196.25/PLTV/88888888/224/3221225588/index.m3u8$超清1080P
CCTV-3 综艺,http://39.134.67.110/PLTV/88888888/224/3221225799/index.m3u8$超清1080P
CCTV-3 综艺,http://39.134.32.108:6610/270000001111/1110000303/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-3 综艺,http://111.20.33.93/TVOD/88888893/224/3221226397/index.m3u8$超清1080P
CCTV-3 综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8$超清1080P
CCTV-3 综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225634/index.m3u8$超清1080P
CCTV-3 综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8$超清1080P

CCTV-4 中文国际,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8$超清1080P
CCTV-4 中文国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8$超清1080P
CCTV-4 中文国际,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8$超清1080P
CCTV-4 中文国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8$超清1080P

CCTV-5 体育,http://39.134.32.102:6610/270000001111/1110000305/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-5 体育,http://39.134.32.108:6610/270000001111/1110000305/index.m3u8?IASHttpSessionId=OTT$超清1080P

CCTV-5+ 体育赛事,http://39.134.32.102:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-5+ 体育赛事,http://39.134.32.103:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-5+ 体育赛事,http://39.134.32.108:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-5+ 体育赛事,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8$超清1080P
CCTV-5+ 体育赛事,http://39.135.138.60:18890/PLTV/88888888/224/3221225706/index.m3u8$超清1080P
CCTV-5+ 体育赛事,http://39.134.116.30:8080/PLTV/88888910/224/3221225706/index.m3u8$超清1080P
CCTV-5+ 体育赛事,http://39.135.138.60:18890/TVOD/88888910/224/3221225649/index.m3u8$超清1080P
CCTV-5+ 体育赛事,http://39.135.138.60:18890/TVOD/88888910/224/3221225706/index.m3u8$超清1080P


CCTV-6 电影,http://39.134.32.102:6610/270000001111/1110000307/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-6 电影,http://39.134.32.108:6610/270000001111/1110000307/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-6 电影,http://111.20.33.93/TVOD/88888893/224/3221226393/index.m3u8$超清1080P
CCTV-6 电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8$超清1080P


CCTV-7 国防军事,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8$超清1080P
CCTV-7 国防军事,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8$超清1080P
CCTV-7 国防军事,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8$超清1080P

CCTV-8 电视剧,http://39.134.32.102:6610/270000001111/1110000309/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-8 电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8$超清1080P
CCTV-8 电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8$高清1080P
CCTV-8 电视剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8$高清1080P
CCTV-8 电视剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8$高清1080P


CCTV-13 新闻,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8$超清1080P
CCTV-13 新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8$超清1080P
CCTV-13 新闻,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13 新闻,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13 新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8


CCTV-4K 超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?zzhongd$超清1080P


上海纪实,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
上海纪实,http://111.20.33.93/TVOD/88888893/224/3221226230/index.m3u8
上海生活,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
上海外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
东方都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
东方都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8?zshangd
东方都市,http://111.40.196.37/PLTV/88888888/224/3221225613/index.m3u8
上海综合,http://111.40.196.36/PLTV/88888888/224/3221225499/index.m3u8
上海纪实人文,http://39.134.115.163:8080/PLTV/88888910/224/3221225655/index.m3u8
上海纪实人文,http://39.134.115.163:8080/PLTV/88888910/224/3221225655/index.m3u8?zshangd
上海纪实人文,http://39.135.138.59:18890/PLTV/88888910/224/3221225655/index.m3u8
上海纪实人文,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8?zshangd
上海教育,http://183.207.255.188/live/program/live/setv/1300000/mnf.m3u8?zshangd
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
五星体育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8?zshangd
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8?zshangd
东方财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8?zshangd
第一财经,http://183.207.255.188/live/program/live/dycjhd/4000000/mnf.m3u8

苏州新闻综合,https://liveshowbak2.kan0512.com/norecord/ncsztv1_sd/playlist.m3u8?zjiangsd
苏州社会经济,https://liveshowbak2.kan0512.com/norecord/ncsztv2_sd/playlist.m3u8?zjiangsd
苏州文化生活,https://liveshowbak2.kan0512.com/norecord/ncsztv3_sd/playlist.m3u8?zjiangsd
苏州电影娱乐,https://liveshowbak2.kan0512.com/norecord/ncsztv4_sd/playlist.m3u8?zjiangsd
苏州电影娱乐,https://liveshowbak2.kan0512.com/norecord/ncsztv4_sd/playlist.m3u8
苏州生活资讯,https://liveshowbak2.kan0512.com/norecord/ncsztv5_sd/playlist.m3u8?zjiangsd
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?zjiangsd
张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?zjiangsd
张家港民生,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8?zjiangsd
常熟新闻,http://play-live.21cs.cn/tv_channel/cstv1.m3u8?auth_key=1592026485-f871ffb1e3b646d59dba799b1e6f3d61-0-53bbc432233cf87b39a6ec67a23981c3?zjiangsd
常熟民生,http://play-live.21cs.cn/tv_channel/cstv2.m3u8?auth_key=1608898309-c151073d455d41568920a185f794ce70-0-24c93261a31cc28cf1ae2aced18ae008?zjiangsd
南京生活,http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
南京生活,http://live.nbs.cn/channels/njtv/shpd/500k.m3u8?zjiangsd
南京教科,http://live.nbs.cn/channels/njtv/jkpd/m3u8:500k/live.m3u8
南京教科,http://live.nbs.cn/channels/njtv/jkpd/500k.m3u8?zjiangsd
南京综合,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
南京综合,http://live.nbs.cn/channels/njtv/xwzh/500k.m3u8
南京综合,http://live.nbs.cn/channels/njtv/xwzh/500k.m3u8?zjiangsd
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8?zjiangsd
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8?zjiangsd
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8?k=48877e6c28c2a0215eb8712eb48b888d&t=1577153884
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/360p.m3u8?zzhed
浙江教育,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/360p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8?k=4812130c6c3788cf5c6a6ba64a47678c&t=1577153743
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/360p.m3u8?zzhed
浙江影视,http://hw-m-l.cztv.com/channels/lantian/channel05/720p.m3u8
浙江影视,http://yd-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
浙江教科,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed
浙江教科,http://hw-m-l.cztv.com/channels/lantian/channel04/720p.m3u8?zzhed
浙江教科,http://hw-m-l.cztv.com/channels/lantian/channel04/360p.m3u8?zzhed
浙江民生,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
浙江民生,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?zzhed
浙江民生,http://hw-m-l.cztv.com/channels/lantian/channel06/720p.m3u8?zzhed
浙江民生,http://hw-m-l.cztv.com/channels/lantian/channel06/360p.m3u8?zzhed
浙江民生,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/720p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/360p.m3u8?zzhed
嘉兴新闻综合,http://pluslive.jiaxingren.com/xwzh/sd/live.m3u8?zzhed
湖州新闻综合,http://live.plus.hugd.com/xwzhpd/sd/live.m3u8?zzhed
湖州公共民生,http://live1.plus.hugd.com/ggpd1/sd/live.m3u8?zzhed
湖州文化娱乐,http://live.plus.hugd.com/whylpd/sd/live.m3u8?zzhed
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
绍兴综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
绍兴综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
钱江TV-6,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
钱江TV-6,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
钱江TV-6,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8?k=ace136d16e3700972b06cca5316b34d8&t=1577153432
钱江TV-6,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
宁波-余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
宁波-象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://111.40.196.31/PLTV/88888888/224/3221225515/index.m3u8
江苏卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://111.40.196.31/PLTV/88888888/224/3221225515/index.m3u8?$移动高清720P
江苏卫视,http://183.207.255.197/live/program/live/jswshd/2300000/mnf.m3u8
江苏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225743/index.m3u8
江苏卫视,http://111.40.196.31/PLTV/88888888/224/3221225515/index.m3u8?zweimd
江苏卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225743/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225658/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://111.40.196.35/PLTV/88888888/224/3221225509/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8$江西宜春8M
东方卫视,http://111.40.196.35/PLTV/88888888/224/3221225509/index.m3u8?$移动高清720P
东方卫视,http://111.40.196.30/PLTV/88888888/224/3221225509/index.m3u8
东方卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225658/index.m3u8
东方卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225658/index.m3u8
东方卫视,http://140.207.241.3:8080/live/program/live/hddfws/4000000/mnf.m3u8
浙江卫视,http://111.20.33.93/TVOD/88888893/224/3221226199/index.m3u8
浙江卫视,http://111.40.196.25/PLTV/88888888/224/3221225510/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8?
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://111.40.196.25/PLTV/88888888/224/3221225523/index.m3u8?$移动高清720P
浙江卫视,http://111.40.196.25/PLTV/88888888/224/3221225510/index.m3u8?zweimd
浙江卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225744/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225484/index.m3u8?fmt=ts2hls
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8$江西宜春8M
山东卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://111.40.196.30/PLTV/88888888/224/3221225543/index.m3u8?zweimd
山东卫视,http://111.40.196.36/PLTV/88888888/224/3221225545/index.m3u8
安徽卫视,http://111.40.196.25/PLTV/88888888/224/3221225551/index.m3u8?$移动高清720P
安徽卫视,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8?zweimd
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视,http://111.20.33.93/TVOD/88888893/224/3221226211/index.m3u8
湖南卫视,http://111.40.196.28/PLTV/88888888/224/3221225519/index.m3u8
湖南卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225745/index.m3u8
北京卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
北京卫视,http://111.40.196.25/PLTV/88888888/224/3221225540/index.m3u8
北京卫视,http://111.40.196.32/PLTV/88888888/224/3221225527/index.m3u8?zweimd
北京卫视,http://111.40.196.9/PLTV/88888888/224/3221225540/index.m3u8
北京卫视,http://39.135.34.144:8080/000000001000/1000000001000017156/index.m3u8?test/PLTV/=02
北京卫视,http://140.207.241.3:8080/live/program/live/bjwshd/4000000/mnf.m3u8
海峡卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225700/index.m3u8
深圳卫视,http://39.135.138.58:18890/TVOD/88888888/224/3221225741/index.m3u8
深圳卫视,http://111.40.196.25/PLTV/88888888/224/3221225537/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225741/index.m3u8
重庆卫视,http://39.135.138.59:18890/TVOD/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.135.138.58:18890/TVOD/88888888/224/3221225734/index.m3u8
重庆卫视,http://39.135.34.144:8080/000000001000/1000000002000018937/index.m3u8?test/PLTV/=02
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.135.138.59:18890/TVOD/88888910/224/3221225734/index.m3u8?$移动超清1080P
重庆卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225734/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
CHC动作电影,http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8
CHC家庭影院,http://111.20.33.93/PLTV/88888893/224/3221226462/index.m3u8
CHC高清电影,http://111.20.33.93/PLTV/88888893/224/3221226463/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8#http://111.59.189.40:8445/tsfile/live/1022_1.m3u8


🇨🇳󠁧󠁢󠁥󠁮潇洒央视,#genre#
CCTV-1 综合,http://39.134.32.102:6610/270000001111/1110000301/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-1 综合,http://111.20.33.70/PLTV/88888893/224/3221226010/index.m3u8$超清1080P
CCTV-1 综合,http://111.40.196.25/PLTV/88888888/224/3221225548/index.m3u8$超清1080P
CCTV-1 综合,http://117.169.120.242:8080/wh7f454c46tw1490432856_1716888660/hwrr.jx.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8?icpid=88888888&RTS=1663085841&from=79102&ocs=2_117.169.120.136_8080&hms_devid=1403&online=1663085841&vqe=3$超清1080P
CCTV-1 综合,http://39.134.67.110/PLTV/88888888/224/3221225816/index.m3u8$超清1080P
CCTV-1 综合,http://222.175.159.226:808/hls/1/index.m3u8$超清1080P
CCTV-1 综合,http://39.134.32.108:6610/270000001111/1110000301/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-1 综合,http://219.140.56.34:3333/tsfile/live/0001_1.m3u8$超清1080P
CCTV-1 综合,http://39.135.138.60:18890/PLTV/88888910/224/3221225618/index.m3u8$超清1080P
CCTV-1 综合,http://39.134.115.163:8080/PLTV/88888910/224/3221225618/index.m3u8$超清1080P
CCTV-1 综合,http://39.134.115.163:8080/PLTV/88888910/224/3221226221/index.m3u8$超清1080P
CCTV-1 综合,http://39.134.115.163:8080/PLTV/88888910/224/3221225918/index.m3u8$超清1080P

CCTV-2 财经,http://39.134.32.103:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-2 财经,http://39.134.32.108:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-2 财经,http://111.32.169.224/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000203603.m3u8$超清1080P
CCTV-2 财经,http://39.134.32.102:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-2 财经,http://39.135.138.58:18890/PLTV/88888888/224/3221225619/index.m3u8$超清1080P
CCTV-2 财经,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8$超清1080P
CCTV-2 财经,http://39.135.138.59:18890/PLTV/88888910/224/3221225619/index.m3u8$超清1080P
CCTV-2 财经,http://222.175.159.226:808/hls/2/index.m3u8$超清1080P
CCTV-2 财经,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8$超清1080P
CCTV-2 财经,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8$超清1080P
CCTV-2 财经,http://39.135.138.60:18890/PLTV/88888910/224/3221225643/index.m3u8$超清1080P
CCTV-2 财经,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8$超清1080P
CCTV-2 财经,http://171.108.239.90:8181/tsfile/live/1028_1.m3u8$超清1080P

CCTV-3 综艺,http://39.134.32.102:6610/270000001111/1110000303/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-3 综艺,http://111.20.33.70/PLTV/88888893/224/3221226397/index.m3u8$超清1080P
CCTV-3 综艺,http://111.40.196.25/PLTV/88888888/224/3221225588/index.m3u8$超清1080P
CCTV-3 综艺,http://39.134.67.110/PLTV/88888888/224/3221225799/index.m3u8$超清1080P
CCTV-3 综艺,http://39.134.32.108:6610/270000001111/1110000303/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-3 综艺,http://111.20.33.93/TVOD/88888893/224/3221226397/index.m3u8$超清1080P
CCTV-3 综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8$超清1080P
CCTV-3 综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225634/index.m3u8$超清1080P
CCTV-3 综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8$超清1080P

CCTV-4 中文国际,http://111.12.110.134:6610/PLTV/77777777/224/3221225761/index.m3u8?IASHttpSessionId=OTT3174120220914063719000314&blog.ntnas.top=$超清1080P
CCTV-4 中文国际,http://111.20.33.70/PLTV/88888893/224/3221226223/index.m3u8$超清1080P
CCTV-4 中文国际,http://111.20.33.70/TVOD/88888893/224/3221226223/index.m3u8$超清1080P
CCTV-4 中文国际,http://111.20.33.70/TVOD/88888893/224/3221226223/index.m3u8$超清1080P
CCTV-4 中文国际,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8$超清1080P
CCTV-4 中文国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8$超清1080P
CCTV-4 中文国际,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8$超清1080P
CCTV-4 中文国际,http://39.135.138.59:18890/PLTV/88888888/224/3221225621/index.m3u8$超清1080P
CCTV-4 中文国际,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8$超清1080P
CCTV-4 中文国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8$超清1080P

CCTV-5 体育,http://39.134.32.102:6610/270000001111/1110000305/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-5 体育,http://39.134.32.108:6610/270000001111/1110000305/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV-5 体育,http://newvideo.dangtutv.cn:8278/CCTVsports/playlist.m3u8$超清1080P
CCTV-5 体育,http://111.20.33.70/PLTV/88888893/224/3221226395/index.m3u8$超清1080P
CCTV-5 体育,http://39.134.67.110/PLTV/88888888/224/3221225818/index.m3u8$超清1080P

CCTV-5+ 体育赛事,http://39.134.32.102:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT$超清1080P
